CUST_ID,BALANCE,PURCHASES,CREDIT_LIMIT,TENURE,NUM_PRODUCTS,HAS_CREDIT_CARD,IS_ACTIVE_MEMBER,CASH_ADVANCE,REVOLVING_UTILIZATION
ID_67,4010.9849037701983,3785.558972062563,19550.263736905414,14,2,0,1,9257.000164231406,0.3955614734708658
ID_68,372.75321839885413,2567.526792059098,13056.10907910638,50,2,0,0,3372.843764261676,0.04842884370461331
ID_69,4934.434683002586,4480.867565499044,18243.35516452036,48,4,0,0,4357.627921486369,0.7407038803918158
ID_70,3861.223846483287,4688.079491651316,13179.588155222555,47,2,0,0,7518.193483167665,0.13577338242192882
ID_71,993.578407670862,4056.1176049831984,5436.87781366706,29,2,1,1,8350.571365838208,0.29049843270677733
ID_72,27.610585618011996,3214.408061840117,14613.375798109793,10,1,1,1,1100.7860286213777,0.31554354413532626
ID_73,4077.307142274171,1588.2326725968244,21036.61683628995,40,1,0,0,4907.948705041167,0.34909211256015793
ID_74,3534.2867192380854,4916.430115939083,24179.230422361845,9,4,1,1,9145.045543093216,0.46568188036440705
ID_75,3645.0358402049364,1443.267219240498,15306.462027099858,40,1,0,1,6645.880267939475,0.5016106944932915
ID_76,3856.3517334297285,1093.0189177531122,5791.898816101627,47,4,0,1,5429.663579609346,0.48352394537821186
ID_77,370.2232586704518,2266.5551575542554,13025.943579833516,18,1,1,1,7180.44464166065,0.1628508181559407
ID_78,1792.328642721363,378.51879649070344,23802.52393640925,42,3,1,0,6614.31643298268,0.6488029451062877
ID_79,579.3452976256485,4894.6228768917745,12972.918847895113,37,1,1,0,9422.488737446392,0.790225537219857
ID_80,4315.517129377968,2983.3244264404816,21199.393014522448,50,4,1,0,9126.363572658527,0.4617407604378553
ID_81,3116.4906341377896,2829.065249154459,15709.196768664604,6,1,1,0,3977.758586674787,0.8383197230049072
ID_82,1654.490124263246,3313.4017715086275,7995.470628172504,16,2,0,1,320.1923761021441,0.4442568462776786
ID_83,317.79175143011815,2535.4158741083124,24088.364732669153,31,3,0,0,3326.7661147903596,0.5683189449732812
ID_84,1554.911608578311,257.1112337632537,3442.190168049924,8,1,0,0,2028.8990552922603,0.06954976264988488
ID_85,1625.9166101337353,3100.325315317944,16221.818199899368,54,3,0,0,1315.5228305914325,0.14684570096104643
ID_86,3648.0308916903205,3609.25199708651,7057.839993058743,18,3,0,0,8879.437609509923,0.7673332361361359
ID_87,3187.7873567760657,2142.0703970578606,2944.903227699894,37,3,1,0,7099.313794328207,0.24917844867399652
ID_88,4436.0637128816325,3810.7483031488455,15585.084175414217,53,3,0,0,325.78681129200703,0.09377652037147399
ID_89,2361.0746258097465,1212.306366758261,15487.302522112785,55,2,1,1,9197.538435625733,0.5682474118250254
ID_90,597.9712296915085,1184.2552962243017,21500.126148595904,28,2,1,1,9030.092721152401,0.0943919639499029
ID_91,3566.223936114975,890.9432396691124,22597.770098505243,28,4,0,0,9493.892921807153,0.684074001355289
ID_92,3803.925243084487,1922.7743229668931,22105.953172094007,35,4,0,0,8298.759978361526,0.6891745510649478
ID_93,2806.3859878474814,4250.358973406509,12877.203254585897,11,4,0,0,788.7727022639057,0.45305794463687543
ID_94,3854.835899772805,4156.769104530415,19319.003829570313,12,4,1,1,6227.95153089739,0.6857670112460097
ID_95,2468.9779818219536,1975.8386190211686,17731.41203667485,52,3,0,1,830.8795839429861,0.7993737666310331
ID_96,2613.6641469099704,2986.681806303159,13225.290927390668,35,3,1,0,7133.963317512565,0.19767531139519023
ID_97,2137.705091792748,3631.9999507270863,18319.168131393802,42,3,0,0,1970.0901084606437,0.6495332036170852
ID_98,127.09563372047594,1281.9131956773126,28470.188424481614,53,2,0,1,9358.123363638852,0.6923472843168224
ID_99,539.4571349665223,923.8913208842607,6593.918566759943,37,2,0,0,9341.710635490688,0.19445133188487196
ID_100,157.14592843367126,4863.270366740324,27267.390777780263,11,3,1,0,5946.0264299307955,0.7268766177451235
ID_101,3182.052056318902,3126.0308347271307,2550.209905512753,40,3,1,1,7526.759139618325,0.7195464721912618
ID_102,1571.7799053816334,4908.937036984953,9943.28717414816,37,3,1,1,8581.535197241648,0.15725262981116206
ID_103,2542.8534558235137,1755.0043369479226,9356.212209734318,17,3,0,1,3891.461924866445,0.3174276330983298
ID_104,4537.832369630465,3544.8553298732445,19164.588128546267,9,2,0,0,5791.909474198951,0.9411523871195969
ID_105,1246.4611457443748,1190.7578190520649,4805.523601541419,37,1,1,1,1760.2344823668282,0.07114350265682479
ID_106,2051.914615178149,1379.8808392421734,26588.080743352857,40,4,0,1,9854.96255189267,0.22894675536466258
ID_107,3777.755692715243,2608.3203942211576,25027.990845486198,53,4,1,0,9294.03825510907,0.5788006955704659
ID_108,1143.9908274581123,1666.128814989549,19909.908770873055,21,1,0,1,4834.20787605281,0.9687008013950341
ID_109,384.899549143965,921.3456628188638,14294.001121973735,20,2,1,1,5533.343676956108,0.25714485388122243
ID_110,1448.7572645688401,1388.1154397476973,28055.725222120273,46,2,0,1,4366.973847502706,0.8167809749400512
ID_111,806.1064362700221,275.1671328827367,25091.650086896123,7,1,1,0,16.629655169673185,0.36735421811479607
ID_112,4648.488261712865,3551.675745239684,15480.139294356102,11,4,0,0,2299.9782767057854,0.3524859933033374
ID_113,4040.601897822085,2511.371619720722,21354.327279175024,19,4,1,1,1016.4817597132802,0.9960569458165667
ID_114,3167.0187825521175,561.7910253821756,17440.96861321085,46,1,1,0,3228.9898175430953,0.8172170527099096
ID_115,4357.302950938589,941.3005663296069,18050.324913259672,34,1,1,0,2362.354341279803,0.24852874472036102
ID_116,4018.3603844955724,602.4192367519556,10598.306013686666,47,3,0,0,7616.415473808494,0.18565213378460255
ID_117,932.8502944301792,3101.7047605517946,14400.453534122005,31,1,1,1,5047.969764780344,0.08408093885311518
ID_118,4462.794992449889,561.6307817012196,3265.521492902582,23,1,0,0,8169.9423859199005,0.48270153226232426
ID_119,2696.7112095782536,3795.983431872559,11363.112058273182,52,4,1,0,6356.97847928375,0.33450904709075413
ID_120,4037.2007758203126,200.50350466991677,21179.026945502406,9,3,1,0,6562.26512110654,0.38082157643198844
ID_121,4480.456499617466,1321.9413611798714,28643.264884679404,42,3,1,1,8762.452094193592,0.43140933456329655
ID_122,1590.0173748593195,4464.266711870345,28928.85927012759,43,4,1,0,8471.913858709184,0.9910435308614893
ID_123,550.2596226383838,3620.8034587990055,17115.963204621858,30,4,0,0,632.9668514484954,0.002872563377060544
ID_124,1139.6758127097085,457.54483133586984,18592.04530247788,52,2,0,0,5783.489419914388,0.42606449076014696
ID_125,2135.5389431312815,4123.51791197738,6385.914379528058,34,3,1,0,4130.899826909204,0.06497297731291629
ID_126,4090.0738296124655,2515.8720955470035,21163.935134712392,39,1,0,1,5996.374379280322,0.6730159105187493
ID_127,4303.652916281717,4249.236833127264,3049.1049875572007,21,3,0,0,8626.39502376043,0.050428798940754804
ID_128,34.760652655953514,3043.624894806928,9255.884888183891,42,2,1,1,120.46975608280385,0.7668312377857465
ID_129,2553.7365128878287,3440.981856961008,20382.537071277824,35,1,0,0,109.68020898980302,0.8677850648701242
ID_130,2087.055015743895,4968.15764593897,9998.99381476119,28,2,0,1,625.5480978862261,0.9708015772411612
ID_131,1110.5390523536512,1238.444175027689,2445.5593493191755,41,4,0,0,8748.85255389217,0.12087067403100882
ID_132,599.326836668414,3157.333316330803,25124.24187117795,33,2,0,1,3534.818724008214,0.9788914776672794
ID_133,1688.0758570181397,2355.574811281252,9999.570206902328,6,4,0,1,3712.305690726475,0.4123357642754767
ID_134,4714.548519562596,293.31456932118806,2830.051520901674,13,2,1,1,3454.032331528515,0.6325788189035613
ID_135,1616.0146601037761,170.90614336403866,3168.8567705830906,47,4,0,0,2309.6250705077227,4.75389494578593e-05
ID_136,2593.9531087168307,684.2200313075075,8301.005164873855,20,3,0,1,388.62526030080113,0.3702588194633538
ID_137,3515.094794475889,3280.549528638886,6162.462469424261,39,4,1,0,9065.136415291552,0.3528966111399746
ID_138,1818.1480118964698,2879.0991307756217,23454.703415624375,24,3,1,1,2328.741033673517,0.5038058389992257
ID_139,4858.910413604804,2811.8048497022646,10328.837353343999,49,4,1,0,8939.404013066629,0.13259240065820266
ID_140,4812.236474710556,256.0981363884744,24336.177766155142,35,2,0,0,9557.114714177455,0.6901858640519236
ID_141,1258.9114791268207,2399.5846821640343,6041.533936871431,15,2,1,1,5766.516481813435,0.5957025358897857
ID_142,2486.2425294619275,4630.6518074283895,15293.496206778429,49,2,0,0,3722.736231372238,0.21248782747958017
ID_143,1504.3915490838483,2048.200159622168,20953.076873040736,32,4,1,0,7657.972797611081,0.9836361140124472
ID_144,1424.202471887338,3162.120101963436,19907.73476210979,25,4,1,1,253.82946062128985,0.0055930165525300835
ID_145,184.43473677266397,3921.1115105534036,18432.752887977793,30,2,0,0,9288.668911512663,0.3359180699375085
ID_146,3047.8216698994843,3941.2338677952494,27819.826456003924,14,3,1,0,4079.163079393714,0.26172485390574873
ID_147,2513.3951161443074,2644.4724037368296,7627.229283495587,45,4,1,0,3086.021421082723,0.5600392929327801
ID_148,257.39375624994676,4303.964532471448,15317.856929401056,39,3,1,1,1269.3494639360724,0.888399642136278
ID_149,1393.2323211830571,2017.75265748236,26635.783952099853,26,4,0,0,9551.703188966954,0.6577751528376089
ID_150,4541.3294298332685,4454.596752445512,3258.919202259554,29,2,1,1,8110.299601315784,0.04759432533465269
ID_151,1197.8094533348622,1277.113115338172,2620.7597793391824,12,3,0,1,7239.40497651927,0.8633982608232501
ID_152,724.4743604561155,1473.0603942537982,7765.766339190451,9,1,0,1,9309.64570142107,0.2650800548754788
ID_153,2447.263801387815,360.2910585751054,19357.615366602535,13,4,1,1,9598.311448408596,0.1103243027511227
ID_154,4928.252270553004,3998.350999057186,8536.5091670444,18,3,1,0,2684.46976473406,0.43255397151554364
ID_155,1210.276357557502,2143.5706575402573,6516.95663045517,26,2,1,0,7865.249643950706,0.8987113899019246
ID_156,3360.6777370293926,1222.6714081658554,14305.26714539047,40,3,1,0,7669.81276579747,0.03458376512196215
ID_157,3808.098076643588,1235.7723603212403,18794.343994312934,10,1,1,0,5573.161919973717,0.6256612878766906
ID_158,1188.1877199619983,4516.8597120232425,8208.173503485472,13,1,1,0,1504.2550985148328,0.3324967557223646
ID_159,3641.081743059298,4186.191342259081,9720.04441498852,7,3,0,1,9403.454745446787,0.6225728411356568
ID_160,1838.915663596266,2812.301338250198,18793.219839533904,29,1,1,1,3153.8221564797896,0.2663459883375219
ID_161,3161.5291529678975,3118.9429220370334,28426.414237694127,47,4,1,1,5788.793643207302,0.9670961399088605
ID_162,3167.6485538044735,2424.195295696426,20567.510095704558,21,1,0,0,193.80269992979703,0.11383028537199391
ID_163,2678.873420373792,2019.1660601061635,23704.22016395224,9,3,1,1,4291.449033320336,0.15799397938520843
ID_164,451.4488502720415,4585.836717969824,11637.492747908595,35,3,0,0,6168.9415759141875,0.04566768720907821
ID_165,4176.51247794619,715.5022472494802,8895.376422149515,51,4,0,0,3809.598124437761,0.7949978394724941
ID_166,1603.9003248586791,2150.3892696095168,14173.764552876053,35,4,0,0,4771.063217450906,0.09395680848210164
ID_167,932.5925519992711,1788.3533491405892,24406.852032638537,40,3,1,1,1920.2519197017853,0.27662351603359636
ID_168,203.87570777381958,2540.938529230627,14232.689611926118,47,2,0,1,3502.217759610681,0.20560132654835062
ID_169,2954.464715941209,2342.396185271358,25555.03685490597,18,4,1,1,7233.642911008175,0.35353372385364434
ID_170,3387.821809211412,2642.558705090299,29674.387440158684,42,2,0,1,9697.119097841158,0.7657816521188395
ID_171,82.93914463928076,785.6029884122711,3088.773306179754,54,1,0,1,4687.867351010904,0.9501920279440721
ID_172,2560.465291496405,2614.393357415058,2316.894526427407,54,1,0,0,6860.466243105721,0.8788700156347843
ID_173,1132.4788759896899,1287.8521880473334,5338.101384487492,16,4,1,1,9761.880201119355,0.8411657425182915
ID_174,3225.8639520472493,1003.2236100421371,12146.72059629604,24,4,1,1,7747.919205096759,0.4174706815888578
ID_175,871.8321450249572,417.687672052337,4800.22406521754,23,3,0,1,101.30636924966852,0.8018187016006626
ID_176,3454.6886905123297,3836.9975379050907,26249.269850943925,22,1,1,0,9355.406409359744,0.7771509379434569
ID_177,1933.676731502687,2194.465412197144,1671.2412797848501,16,4,0,1,8665.665588554064,0.24753069360952562
ID_178,4683.649943683673,3170.554048227616,10157.988773738853,20,3,0,1,2711.128790041948,0.2623954662970681
ID_179,687.6047207299663,3665.207382193242,6356.144255331955,13,2,1,0,1815.5138607692866,0.4989938077000846
ID_180,1705.3317552512926,3428.651660036412,28014.64057456844,49,3,0,1,8992.242589621797,0.9634776287522333
ID_181,567.3676062029454,2405.4535235394433,20414.94914181081,34,1,0,0,6886.908048822134,0.10790172895235484
ID_182,4623.468091392814,2000.7027918634763,27448.87743708986,22,3,1,0,2369.908306216405,0.9883997911616104
ID_183,4386.696766904905,1942.2035572392522,29197.532599001406,31,3,0,1,7138.818150143204,0.15892955120233576
ID_184,1289.708138575778,3236.239104957276,15415.849066643706,10,4,0,1,6002.248370066202,0.485610443239229
ID_185,3299.920230170895,2524.4923392151795,7795.254133392761,9,3,1,1,3092.1505298127317,0.30397184163535407
ID_186,4086.1110010060793,4260.748015143702,6618.134799701089,29,1,0,0,5567.728516081499,0.41975372854306636
ID_187,2776.0040579973115,4386.039723200889,7464.646988889375,16,3,0,1,5272.6747764760285,0.9578335300217443
ID_188,2648.2528917800323,935.7458522319405,21549.205921038083,35,3,1,0,5097.74279801807,0.6318022366803258
ID_189,1209.2614545022584,767.5448925740557,2172.926115567021,45,1,0,0,5173.665481082111,0.2975118962394806
ID_190,465.51383902949607,3188.9645375763976,2489.4711179487313,53,2,1,1,4.053551903356878,0.628427028284498
ID_191,4486.078789766634,1576.006165505169,18636.14532911135,53,2,1,1,2686.334133524877,0.4521541661850743
ID_192,4502.090285816652,190.99652194898442,19619.65725538479,40,1,1,0,4308.670366947598,0.9433599419533832
ID_193,3165.5072863663395,4454.34907987848,20292.62480535134,49,2,1,1,1272.5332131806276,0.3528449718250076
ID_194,1695.1489552435035,1211.8137594946604,11784.534633069146,50,3,0,0,7491.6446038719005,0.5844746209904073
ID_195,1746.0478730633045,4653.475193260465,24372.40177271044,38,4,1,1,8468.870197250615,0.8494217393798291
ID_196,3629.7783943511968,3615.428809303443,16475.11304407191,41,1,0,1,8177.721878890305,0.9588425389316284
ID_197,4485.551299762886,3837.002100566273,4058.5032702731637,26,3,0,1,4596.3674256735285,0.7991680455821212
ID_198,4435.432121325586,1087.1613293864862,24115.87990495301,43,4,1,1,6907.0187166274245,0.9355346224622711
ID_199,3899.377729288119,1247.5526855223834,28638.96580184329,10,3,1,0,768.861489253132,0.46377534727189085
ID_200,3210.158230771439,2654.211993737922,2741.0530770684018,10,1,1,0,1993.9633065656126,0.7645005915744486
ID_201,420.69982497524416,943.2892779843246,12349.188822316817,26,3,0,0,469.3924156522722,0.09464963055478137
ID_202,808.1435704730688,1596.615294146858,15137.965300207681,30,1,0,0,9654.402217738236,0.5938134191231624
ID_203,4492.770942635396,1675.1661419442419,5247.652042271191,15,3,0,0,5743.12539258515,0.01350295397076584
ID_204,3032.1452982979495,882.186672938544,26163.559485703438,24,4,1,0,1752.4001960953406,0.2600465248276286
ID_205,45.98525808314824,1105.3958836362876,9240.339701811277,37,4,0,1,7075.454552718884,0.6655596972309153
ID_206,507.35771433016055,3963.904025840457,23707.247658206645,23,4,1,1,4891.287973115145,0.17156212688627526
ID_207,3317.5088455402793,919.259687281615,20458.839978821165,39,2,1,0,4342.576303751489,0.20014239172145187
ID_208,25.307919231093436,239.44122003522017,18343.32885154368,53,3,0,0,9134.531814746928,0.061718420262772744
ID_209,804.0402570874933,3183.8392188817984,6572.142612200078,20,3,1,0,7082.060830738779,0.7473879900131959
ID_210,2743.6689468329305,4882.317285023005,7400.402095976266,29,4,0,0,6906.586950276967,0.44794502531728364
ID_211,3459.4759884634664,1722.9476916532947,2373.10373765051,10,1,0,0,973.0870025322924,0.887949676509632
ID_212,3259.806297513003,681.4129456616363,7980.660463685725,37,2,0,0,920.2868558936005,0.36225920877714235
ID_213,1121.3465473027989,2894.897894300901,11017.864674354909,14,3,0,1,6644.332891516477,0.4352569950732832
ID_214,3560.8961067376795,4541.135634368667,25161.213812010334,10,3,1,1,1564.9053325678553,0.4949209532252927
ID_215,1186.2454374840004,3941.902721159546,11625.387334729354,10,2,0,0,4532.5346837681045,0.8609101194035846
ID_216,1626.9984907963387,3150.3277552223085,22884.031700202588,46,2,1,0,5698.050849535401,0.2921864038593619
ID_217,3732.457025590121,1643.776833377237,13743.82615756914,46,4,0,1,3880.90612200408,0.05157956784198314
ID_218,3248.1644952360734,2755.212849053478,23761.181047822764,39,2,0,1,851.546226231169,0.6271913914331921
ID_219,4246.11705247089,547.0997223908513,29311.876412674155,12,4,1,1,7433.508208772366,0.825700893939893
ID_220,3288.064461501717,3426.8325789752826,7955.405183669824,31,2,0,1,8850.319761796285,0.5562573891590055
ID_221,2841.543016677358,3652.9704925984893,26007.90674695241,6,2,0,1,1616.8332469219426,0.32047810346736794
ID_222,468.3738391404624,4828.654952258602,19032.898502867465,39,3,0,0,8541.035883898938,0.6304693675732336
ID_223,1838.5790152971676,1375.947057850851,24701.53358607099,31,4,1,1,7886.959514119546,0.9910032284048672
ID_224,1326.0118384086272,190.43645331081095,19895.99116576635,37,2,0,1,5638.602741104086,0.5740417679909308
ID_225,1219.9482168954178,2773.481475693038,13294.535710950355,17,2,0,1,5961.003372173254,0.315216417113539
ID_226,4865.052773762228,3563.2734715443908,7614.173243811921,11,3,0,1,6515.681118297371,0.24361554696838572
ID_227,1965.488623333802,3972.996631826641,3031.0215346037858,25,1,1,1,5247.614647095268,0.9982266928884498
ID_228,4460.232775885566,1049.320771821572,16530.032569360792,24,3,1,1,8443.42730894621,0.8504219136449527
ID_229,3155.6931299863145,1382.5890582814159,29719.456741279104,21,4,1,1,4740.986643688806,0.27948553071065396
ID_230,3974.056517708242,2611.695533809752,22403.212345411983,9,1,1,1,5470.5268090559775,0.2624460917419019
ID_231,2513.1854655259604,1719.943968853009,10493.020700571482,37,2,0,1,367.65403424166453,0.803670193683638
ID_232,2884.5194231317955,4316.506284278481,24988.93920251532,23,4,1,1,1800.6967223818438,0.9922853483468134
ID_233,2462.5884690943194,2421.4247533197295,23300.53600511579,10,1,1,1,9037.779868673613,0.46560320994422
ID_234,976.2149389902224,4017.9353560998147,9167.438007250246,55,4,1,0,1215.720954475432,0.22726557236902623
ID_235,3612.2605763075267,2945.0368263635332,1414.9172040328058,11,3,1,1,9040.494774384062,0.23034359394899362
ID_236,1403.861812204279,3888.141693923849,4426.716517484538,19,1,0,1,6359.243157217966,0.7973516730008329
ID_237,121.5798321572692,1730.0976339985868,26441.87951904967,54,1,0,0,9201.237306272178,0.605016931350749
ID_238,3227.361479535839,4173.941447458525,25260.32802384128,23,1,1,1,8143.058728922784,0.633751255438541
ID_239,885.5533970352448,1445.4043462000056,9561.06102547251,15,2,1,1,8652.834602265635,0.19432550470990673
ID_240,4702.2929217645715,2775.8841592161248,9270.667362248192,28,3,1,1,5243.829038342981,0.130473484052543
ID_241,4769.642885012937,1148.6348545519836,23993.084625971664,23,1,1,0,8252.983050152487,0.010640841025823855
ID_242,4574.321951102243,2430.0799559683473,28194.38662696724,9,4,0,0,4605.27760149248,0.9152022591295019
ID_243,1850.793501277222,1659.0585265926454,23594.980447130398,37,2,0,0,441.7292703587117,0.35498975022155865
ID_244,77.28308264433714,1406.8468101223498,18561.781633892086,52,3,1,1,6513.582830868152,0.7579760317490709
ID_245,4641.592812938627,4838.226588337384,8037.469159622332,11,3,1,0,7284.532157100974,0.8844580359452289
ID_246,2140.9207415865717,884.3631168849801,16246.68950876256,31,3,1,1,1015.4872751165311,0.5985653219855216
ID_247,4833.274095218348,3957.896603541237,7771.843899204674,11,3,1,0,8159.069548194051,0.4242570722812178
ID_248,4818.099885446264,4922.4083014677535,24432.331182806436,40,2,1,1,751.7378292713828,0.03866793597783125
ID_249,4265.0472773368,197.51727032638138,12221.871306014382,46,3,1,0,4416.141184075968,0.33712818185214277
ID_250,1472.2444603479285,3525.2343288062657,25177.21929282676,48,4,1,0,4879.237191613945,0.3216274816226845
